Год;Пол;Возраст;Число доживших;Коэффициент смертности;Число умерших;Вероятность смерти;Число живущих;Число прожитых человеко-лет;Ожидаемая прожолжительность предстоящей жизни
1959;Мужчины;0;100000;0,04662;4489;0,04489;96275;6284074;62,84
1959;Мужчины;1;95511;0,0068;648;0,00678;95188;6187799;64,79
1959;Мужчины;2;94864;0,00271;256;0,0027;94736;6092611;64,22
1959;Мужчины;3;94607;0,00181;171;0,00181;94522;5997875;63,4
1959;Мужчины;4;94437;0,00157;148;0,00157;94363;5903353;62,51
1959;Мужчины;5;94289;0,00136;128;0,00136;94225;5808991;61,61
1959;Мужчины;6;94160;0,00137;129;0,00137;94096;5714766;60,69
1959;Мужчины;7;94031;0,00132;124;0,00132;93969;5620671;59,77
1959;Мужчины;8;93907;0,00127;119;0,00127;93847;5526702;58,85
1959;Мужчины;9;93788;0,00098;92;0,00098;93742;5432855;57,93
1959;Мужчины;10;93696;0,00113;106;0,00113;93643;5339113;56,98
1959;Мужчины;11;93590;0,00081;76;0,00081;93552;5245470;56,05
1959;Мужчины;12;93514;0,00097;91;0,00097;93468;5151919;55,09
1959;Мужчины;13;93423;0,00089;83;0,00089;93381;5058450;54,15
1959;Мужчины;14;93340;0,00106;99;0,00106;93290;4965069;53,19
1959;Мужчины;15;93241;0,00112;105;0,00113;93189;4871779;52,25
1959;Мужчины;16;93136;0,00123;114;0,00122;93079;4778590;51,31
1959;Мужчины;17;93022;0,00169;157;0,00169;92944;4685510;50,37
1959;Мужчины;18;92865;0,00212;197;0,00212;92767;4592567;49,45
1959;Мужчины;19;92668;0,00193;179;0,00193;92579;4499800;48,56
1959;Мужчины;20;92489;0,00227;210;0,00227;92384;4407221;47,65
1959;Мужчины;21;92279;0,00197;182;0,00197;92188;4314837;46,76
1959;Мужчины;22;92097;0,00253;232;0,00252;91981;4222649;45,85
1959;Мужчины;23;91865;0,00277;254;0,00276;91738;4130667;44,96
1959;Мужчины;24;91611;0,00286;262;0,00286;91480;4038929;44,09
1959;Мужчины;25;91349;0,00299;272;0,00298;91213;3947449;43,21
1959;Мужчины;26;91077;0,00287;261;0,00287;90946;3856237;42,34
1959;Мужчины;27;90816;0,00309;280;0,00308;90675;3765290;41,46
1959;Мужчины;28;90535;0,00337;304;0,00336;90383;3674615;40,59
1959;Мужчины;29;90231;0,00327;294;0,00326;90084;3584232;39,72
1959;Мужчины;30;89936;0,004;359;0,00399;89757;3494148;38,85
1959;Мужчины;31;89577;0,00339;303;0,00338;89426;3404392;38
1959;Мужчины;32;89274;0,0043;383;0,00429;89083;3314966;37,13
1959;Мужчины;33;88891;0,00395;350;0,00394;88716;3225883;36,29
1959;Мужчины;34;88541;0,0043;380;0,00429;88351;3137167;35,43
1959;Мужчины;35;88161;0,00482;424;0,00481;87949;3048816;34,58
1959;Мужчины;36;87737;0,00446;391;0,00446;87542;2960867;33,75
1959;Мужчины;37;87346;0,00501;436;0,00499;87128;2873325;32,9
1959;Мужчины;38;86910;0,00562;487;0,0056;86666;2786197;32,06
1959;Мужчины;39;86423;0,00466;402;0,00465;86222;2699531;31,24
1959;Мужчины;40;86021;0,00636;545;0,00634;85749;2613309;30,38
1959;Мужчины;41;85476;0,00572;488;0,00571;85232;2527560;29,57
1959;Мужчины;42;84988;0,00634;537;0,00632;84719;2442328;28,74
1959;Мужчины;43;84451;0,0063;530;0,00628;84186;2357609;27,92
1959;Мужчины;44;83921;0,00694;581;0,00692;83631;2273423;27,09
1959;Мужчины;45;83340;0,0081;672;0,00806;83004;2189792;26,28
1959;Мужчины;46;82668;0,0078;642;0,00777;82347;2106788;25,48
1959;Мужчины;47;82026;0,00856;699;0,00852;81676;2024441;24,68
1959;Мужчины;48;81327;0,01003;812;0,00998;80921;1942765;23,89
1959;Мужчины;49;80515;0,00969;777;0,00965;80127;1861844;23,12
1959;Мужчины;50;79738;0,01252;992;0,01244;79242;1781718;22,34
1959;Мужчины;51;78746;0,01079;845;0,01073;78324;1702475;21,62
1959;Мужчины;52;77902;0,01478;1143;0,01467;77330;1624151;20,85
1959;Мужчины;53;76759;0,01423;1085;0,01414;76216;1546821;20,15
1959;Мужчины;54;75674;0,0164;1231;0,01627;75058;1470605;19,43
1959;Мужчины;55;74443;0,01825;1346;0,01808;73770;1395547;18,75
1959;Мужчины;56;73097;0,01885;1365;0,01867;72414;1321777;18,08
1959;Мужчины;57;71732;0,02122;1507;0,02101;70978;1249363;17,42
1959;Мужчины;58;70225;0,02365;1642;0,02338;69404;1178384;16,78
1959;Мужчины;59;68583;0,02355;1596;0,02327;67785;1108980;16,17
1959;Мужчины;60;66987;0,02831;1870;0,02792;66052;1041195;15,54
1959;Мужчины;61;65117;0,02492;1603;0,02462;64316;975143;14,98
1959;Мужчины;62;63514;0,03284;2052;0,03231;62488;910827;14,34
1959;Мужчины;63;61462;0,03209;1941;0,03158;60491;848339;13,8
1959;Мужчины;64;59521;0,03619;2116;0,03555;58463;787848;13,24
1959;Мужчины;65;57405;0,03949;2223;0,03872;56294;729385;12,71
1959;Мужчины;66;55182;0,03736;2024;0,03668;54170;673091;12,2
1959;Мужчины;67;53158;0,04504;2342;0,04406;51988;618921;11,64
1959;Мужчины;68;50817;0,04801;2383;0,04689;49625;566933;11,16
1959;Мужчины;69;48434;0,04702;2225;0,04594;47322;517308;10,68
1959;Мужчины;70;46209;0,05584;2510;0,05432;44954;469986;10,17
1959;Мужчины;71;43699;0,05189;2210;0,05057;42593;425032;9,73
1959;Мужчины;72;41488;0,07111;2849;0,06867;40064;382439;9,22
1959;Мужчины;73;38639;0,06836;2554;0,0661;37362;342375;8,86
1959;Мужчины;74;36085;0,07142;2488;0,06895;34841;305013;8,45
1959;Мужчины;75;33597;0,08452;2725;0,08111;32235;270172;8,04
1959;Мужчины;76;30872;0,07968;2366;0,07664;29689;237937;7,71
1959;Мужчины;77;28507;0,08603;2351;0,08247;27331;208248;7,31
1959;Мужчины;78;26155;0,11024;2733;0,10449;24789;180917;6,92
1959;Мужчины;79;23422;0,10147;2262;0,09658;22291;156128;6,67
1959;Мужчины;80;21160;0,13139;2609;0,1233;19856;133836;6,32
1959;Мужчины;81;18552;0,0993;1755;0,0946;17674;113980;6,14
1959;Мужчины;82;16797;0,14401;2256;0,13431;15668;96306;5,73
1959;Мужчины;83;14540;0,13899;1890;0,12999;13595;80638;5,55
1959;Мужчины;84;12651;0,15604;1831;0,14473;11735;67042;5,3
1959;Мужчины;85;10819;0,17112;1706;0,15769;9967;55307;5,11
1959;Мужчины;86;9114;0,18172;1518;0,16656;8355;45341;4,97
1959;Мужчины;87;7596;0,18403;1280;0,16851;6956;36986;4,87
1959;Мужчины;88;6316;0,18304;1059;0,16767;5786;30030;4,75
1959;Мужчины;89;5256;0,20243;966;0,18379;4773;24244;4,61
1959;Мужчины;90;4290;0,23671;908;0,21166;3836;19471;4,54
1959;Мужчины;91;3382;0,14736;464;0,1372;3150;15635;4,62
1959;Мужчины;92;2918;0,19721;524;0,17958;2656;12485;4,28
1959;Мужчины;93;2394;0,19212;420;0,17544;2184;9829;4,11
1959;Мужчины;94;1975;0,17144;312;0,15797;1819;7644;3,87
1959;Мужчины;95;1663;0,25339;374;0,22489;1476;5826;3,5
1959;Мужчины;96;1289;0,2648;301;0,23351;1138;4350;3,38
1959;Мужчины;97;987;0,27654;240;0,24316;867;3212;3,25
1959;Мужчины;98;748;0,28859;189;0,25267;653;2344;3,14
1959;Мужчины;99;559;0,30095;146;0,26118;486;1691;3,02
1959;Мужчины;100;413;0,31361;112;0,27119;357;1205;2,92
1959;Мужчины;101;301;0,32655;84;0,27907;259;848;2,82
1959;Мужчины;102;216;0,33976;63;0,29167;185;590;2,72
1959;Мужчины;103;154;0,35322;46;0,2987;131;405;2,63
1959;Мужчины;104;107;0,36692;33;0,30841;91;274;2,55
1959;Мужчины;105;74;0,38084;24;0,32432;62;183;2,47
1959;Мужчины;106;50;0,39495;17;0,34;42;121;2,4
1959;Мужчины;107;34;0,40925;11;0,32353;28;79;2,33
1959;Мужчины;108;22;0,4237;8;0,36364;18;51;2,28
1959;Мужчины;109;15;0,43828;5;0,33333;12;32;2,23
1959;Мужчины;110+;9;0,45297;9;1;21;21;2,21
1960;Мужчины;0;100000;0,0416;4019;0,04019;96610;6366644;63,67
1960;Мужчины;1;95981;0,00558;534;0,00556;95714;6270033;65,33
1960;Мужчины;2;95447;0,00236;225;0,00236;95334;6174320;64,69
1960;Мужчины;3;95222;0,00166;158;0,00166;95143;6078985;63,84
1960;Мужчины;4;95064;0,00134;127;0,00134;95000;5983842;62,95
1960;Мужчины;5;94937;0,00133;126;0,00133;94873;5888842;62,03
1960;Мужчины;6;94810;0,00124;118;0,00124;94751;5793968;61,11
1960;Мужчины;7;94693;0,00122;116;0,00123;94635;5699217;60,19
1960;Мужчины;8;94577;0,00113;106;0,00112;94524;5604582;59,26
1960;Мужчины;9;94471;0,00098;93;0,00098;94424;5510058;58,33
1960;Мужчины;10;94378;0,00091;86;0,00091;94335;5415634;57,38
1960;Мужчины;11;94292;0,00087;82;0,00087;94251;5321299;56,43
1960;Мужчины;12;94210;0,00082;78;0,00083;94171;5227048;55,48
1960;Мужчины;13;94133;0,00082;77;0,00082;94094;5132877;54,53
1960;Мужчины;14;94055;0,00096;90;0,00096;94010;5038783;53,57
1960;Мужчины;15;93965;0,00116;109;0,00116;93911;4944773;52,62
1960;Мужчины;16;93857;0,00126;119;0,00127;93797;4850862;51,68
1960;Мужчины;17;93738;0,00139;130;0,00139;93673;4757065;50,75
1960;Мужчины;18;93607;0,00204;190;0,00203;93512;4663392;49,82
1960;Мужчины;19;93417;0,00226;210;0,00225;93312;4569880;48,92
1960;Мужчины;20;93207;0,00232;216;0,00232;93099;4476568;48,03
1960;Мужчины;21;92991;0,00217;201;0,00216;92890;4383469;47,14
1960;Мужчины;22;92790;0,00263;243;0,00262;92668;4290579;46,24
1960;Мужчины;23;92546;0,00282;261;0,00282;92416;4197911;45,36
1960;Мужчины;24;92286;0,00295;271;0,00294;92150;4105495;44,49
1960;Мужчины;25;92014;0,00333;305;0,00331;91861;4013345;43,62
1960;Мужчины;26;91709;0,00312;286;0,00312;91566;3921483;42,76
1960;Мужчины;27;91423;0,00318;291;0,00318;91277;3829918;41,89
1960;Мужчины;28;91132;0,00354;322;0,00353;90971;3738640;41,02
1960;Мужчины;29;90810;0,00332;301;0,00331;90660;3647669;40,17
1960;Мужчины;30;90509;0,00416;375;0,00414;90322;3557010;39,3
1960;Мужчины;31;90134;0,00338;304;0,00337;89982;3466688;38,46
1960;Мужчины;32;89830;0,00437;391;0,00435;89634;3376706;37,59
1960;Мужчины;33;89438;0,00419;374;0,00418;89251;3287072;36,75
1960;Мужчины;34;89065;0,00424;377;0,00423;88876;3197821;35,9
1960;Мужчины;35;88688;0,00491;434;0,00489;88471;3108945;35,06
1960;Мужчины;36;88254;0,00505;445;0,00504;88031;3020474;34,22
1960;Мужчины;37;87809;0,00493;432;0,00492;87593;2932443;33,4
1960;Мужчины;38;87377;0,00534;466;0,00533;87144;2844850;32,56
1960;Мужчины;39;86911;0,00518;449;0,00517;86687;2757706;31,73
1960;Мужчины;40;86463;0,00621;535;0,00619;86195;2671019;30,89
1960;Мужчины;41;85927;0,00494;424;0,00493;85716;2584823;30,08
1960;Мужчины;42;85504;0,00737;627;0,00733;85190;2499108;29,23
1960;Мужчины;43;84876;0,00624;528;0,00622;84612;2413918;28,44
1960;Мужчины;44;84348;0,00643;540;0,0064;84078;2329306;27,62
1960;Мужчины;45;83808;0,00802;669;0,00798;83473;2245228;26,79
1960;Мужчины;46;83138;0,00817;676;0,00813;82800;2161755;26
1960;Мужчины;47;82462;0,00806;662;0,00803;82131;2078955;25,21
1960;Мужчины;48;81800;0,00967;787;0,00962;81407;1996824;24,41
1960;Мужчины;49;81013;0,00958;772;0,00953;80627;1915417;23,64
1960;Мужчины;50;80241;0,01189;948;0,01181;79767;1834790;22,87
1960;Мужчины;51;79293;0,01034;815;0,01028;78885;1755023;22,13
1960;Мужчины;52;78478;0,01337;1043;0,01329;77956;1676137;21,36
1960;Мужчины;53;77435;0,01383;1063;0,01373;76903;1598181;20,64
1960;Мужчины;54;76372;0,01484;1125;0,01473;75809;1521277;19,92
1960;Мужчины;55;75247;0,01757;1311;0,01742;74591;1445468;19,21
1960;Мужчины;56;73936;0,0187;1370;0,01853;73251;1370877;18,54
1960;Мужчины;57;72566;0,01985;1426;0,01965;71853;1297626;17,88
1960;Мужчины;58;71140;0,02358;1658;0,02331;70311;1225774;17,23
1960;Мужчины;59;69482;0,02255;1549;0,02229;68707;1155463;16,63
1960;Мужчины;60;67932;0,02962;1983;0,02919;66941;1086756;16
1960;Мужчины;61;65950;0,0222;1448;0,02196;65226;1019815;15,46
1960;Мужчины;62;64502;0,03137;1992;0,03088;63506;954589;14,8
1960;Мужчины;63;62509;0,03179;1956;0,03129;61531;891083;14,26
1960;Мужчины;64;60553;0,03219;1918;0,03167;59594;829552;13,7
1960;Мужчины;65;58635;0,03869;2225;0,03795;57522;769958;13,13
1960;Мужчины;66;56410;0,03474;1926;0,03414;55447;712435;12,63
1960;Мужчины;67;54484;0,04268;2277;0,04179;53345;656988;12,06
1960;Мужчины;68;52207;0,0459;2343;0,04488;51035;603643;11,56
1960;Мужчины;69;49864;0,04293;2096;0,04203;48816;552608;11,08
1960;Мужчины;70;47768;0,06035;2798;0,05857;46369;503792;10,55
1960;Мужчины;71;44970;0,03929;1733;0,03854;44104;457423;10,17
1960;Мужчины;72;43237;0,06707;2806;0,0649;41834;413319;9,56
1960;Мужчины;73;40431;0,0686;2682;0,06634;39090;371485;9,19
1960;Мужчины;74;37750;0,06539;2390;0,06331;36555;332394;8,81
1960;Мужчины;75;35359;0,07952;2704;0,07647;34007;295840;8,37
1960;Мужчины;76;32655;0,07978;2505;0,07671;31403;261832;8,02
1960;Мужчины;77;30150;0,07265;2114;0,07012;29093;230430;7,64
1960;Мужчины;78;28036;0,10778;2867;0,10226;26603;201336;7,18
1960;Мужчины;79;25169;0,083;2006;0,0797;24166;174734;6,94
1960;Мужчины;80;23163;0,12955;2818;0,12166;21754;150567;6,5
1960;Мужчины;81;20345;0,09168;1783;0,08764;19453;128813;6,33
1960;Мужчины;82;18562;0,13486;2345;0,12633;17389;109360;5,89
1960;Мужчины;83;16217;0,13954;2115;0,13042;15159;91971;5,67
1960;Мужчины;84;14101;0,14176;1867;0,1324;13168;76812;5,45
1960;Мужчины;85;12235;0,17112;1929;0,15766;11270;63644;5,2
1960;Мужчины;86;10306;0,17616;1669;0,16194;9472;52374;5,08
1960;Мужчины;87;8637;0,18815;1485;0,17193;7895;42902;4,97
1960;Мужчины;88;7152;0,19354;1262;0,17645;6521;35007;4,89
1960;Мужчины;89;5890;0,16919;919;0,15603;5431;28486;4,84
1960;Мужчины;90;4971;0,25375;1119;0,22511;4411;23056;4,64
1960;Мужчины;91;3852;0,12194;443;0,11501;3630;18644;4,84
1960;Мужчины;92;3409;0,1899;591;0,17336;3113;15014;4,4
1960;Мужчины;93;2818;0,18736;483;0,1714;2576;11900;4,22
1960;Мужчины;94;2335;0,1707;367;0,15717;2151;9324;3,99
1960;Мужчины;95;1968;0,24253;426;0,21646;1755;7172;3,64
1960;Мужчины;96;1542;0,25335;347;0,22503;1369;5417;3,51
1960;Мужчины;97;1195;0,26448;279;0,23347;1056;4048;3,39
1960;Мужчины;98;916;0,27592;222;0,24236;805;2993;3,27
1960;Мужчины;99;694;0,28767;175;0,25216;607;2188;3,15
1960;Мужчины;100;519;0,2997;135;0,26012;452;1581;3,04
1960;Мужчины;101;384;0,31202;104;0,27083;332;1129;2,94
1960;Мужчины;102;280;0,32461;78;0,27857;241;797;2,84
1960;Мужчины;103;202;0,33746;58;0,28713;173;555;2,75
1960;Мужчины;104;144;0,35056;43;0,29861;122;383;2,66
1960;Мужчины;105;101;0,36388;31;0,30693;85;260;2,58
1960;Мужчины;106;70;0,37742;22;0,31429;59;175;2,51
1960;Мужчины;107;48;0,39114;16;0,33333;40;116;2,44
1960;Мужчины;108;32;0,40505;11;0,34375;27;76;2,38
1960;Мужчины;109;21;0,41911;7;0,33333;18;50;2,33
1960;Мужчины;110+;14;0,4333;14;1;32;32;2,31
1961;Мужчины;0;100000;0,03726;3611;0,03611;96913;6391150;63,91
1961;Мужчины;1;96389;0,00475;456;0,00473;96161;6294237;65,3
1961;Мужчины;2;95933;0,00207;199;0,00207;95834;6198076;64,61
1961;Мужчины;3;95734;0,00155;148;0,00155;95660;6102242;63,74
1961;Мужчины;4;95586;0,00129;123;0,00129;95524;6006582;62,84
1961;Мужчины;5;95463;0,00122;116;0,00122;95405;5911057;61,92
1961;Мужчины;6;95347;0,00123;118;0,00124;95288;5815652;60,99
1961;Мужчины;7;95229;0,00115;110;0,00116;95174;5720364;60,07
1961;Мужчины;8;95119;0,00098;93;0,00098;95073;5625190;59,14
1961;Мужчины;9;95026;0,00088;83;0,00087;94985;5530117;58,2
1961;Мужчины;10;94943;0,00095;91;0,00096;94898;5435133;57,25
1961;Мужчины;11;94852;0,0008;76;0,0008;94814;5340235;56,3
1961;Мужчины;12;94776;0,00083;79;0,00083;94737;5245421;55,35
1961;Мужчины;13;94697;0,00074;71;0,00075;94662;5150684;54,39
1961;Мужчины;14;94627;0,00096;91;0,00096;94581;5056022;53,43
1961;Мужчины;15;94536;0,00102;96;0,00102;94488;4961440;52,48
1961;Мужчины;16;94440;0,00135;128;0,00136;94376;4866953;51,54
1961;Мужчины;17;94312;0,0017;160;0,0017;94232;4772577;50,6
1961;Мужчины;18;94152;0,0019;179;0,0019;94062;4678345;49,69
1961;Мужчины;19;93973;0,00219;205;0,00218;93870;4584283;48,78
1961;Мужчины;20;93767;0,00272;255;0,00272;93640;4490413;47,89
1961;Мужчины;21;93512;0,00215;201;0,00215;93412;4396773;47,02
1961;Мужчины;22;93312;0,00252;235;0,00252;93194;4303361;46,12
1961;Мужчины;23;93077;0,00271;252;0,00271;92951;4210167;45,23
1961;Мужчины;24;92825;0,00279;258;0,00278;92696;4117216;44,35
1961;Мужчины;25;92566;0,00322;298;0,00322;92417;4024521;43,48
1961;Мужчины;26;92269;0,00332;305;0,00331;92116;3932103;42,62
1961;Мужчины;27;91963;0,00325;299;0,00325;91814;3839988;41,76
1961;Мужчины;28;91664;0,00329;301;0,00328;91514;3748174;40,89
1961;Мужчины;29;91363;0,00311;284;0,00311;91221;3656660;40,02
1961;Мужчины;30;91079;0,0045;409;0,00449;90875;3565439;39,15
1961;Мужчины;31;90670;0,00362;327;0,00361;90507;3474564;38,32
1961;Мужчины;32;90343;0,00412;372;0,00412;90157;3384057;37,46
1961;Мужчины;33;89972;0,00398;358;0,00398;89793;3293900;36,61
1961;Мужчины;34;89614;0,00421;376;0,0042;89426;3204108;35,75
1961;Мужчины;35;89238;0,00484;431;0,00483;89022;3114682;34,9
1961;Мужчины;36;88807;0,00485;430;0,00484;88592;3025659;34,07
1961;Мужчины;37;88377;0,00509;448;0,00507;88153;2937067;33,23
1961;Мужчины;38;87929;0,00514;451;0,00513;87703;2848914;32,4
1961;Мужчины;39;87478;0,00504;440;0,00503;87258;2761211;31,56
1961;Мужчины;40;87038;0,00664;576;0,00662;86750;2673953;30,72
1961;Мужчины;41;86462;0,00529;456;0,00527;86234;2587203;29,92
1961;Мужчины;42;86006;0,00666;571;0,00664;85720;2500969;29,08
1961;Мужчины;43;85435;0,00682;581;0,0068;85145;2415248;28,27
1961;Мужчины;44;84854;0,00637;539;0,00635;84585;2330104;27,46
1961;Мужчины;45;84315;0,00807;678;0,00804;83976;2245519;26,63
1961;Мужчины;46;83638;0,00798;665;0,00795;83305;2161543;25,84
1961;Мужчины;47;82972;0,0085;702;0,00846;82621;2078238;25,05
1961;Мужчины;48;82270;0,00936;767;0,00932;81887;1995617;24,26
1961;Мужчины;49;81504;0,00934;758;0,0093;81125;1913730;23,48
1961;Мужчины;50;80746;0,0123;987;0,01222;80252;1832605;22,7
1961;Мужчины;51;79759;0,01064;844;0,01058;79336;1752353;21,97
1961;Мужчины;52;78914;0,01306;1024;0,01298;78402;1673016;21,2
1961;Мужчины;53;77890;0,01385;1071;0,01375;77355;1594614;20,47
1961;Мужчины;54;76819;0,01486;1133;0,01475;76253;1517259;19,75
1961;Мужчины;55;75686;0,01725;1294;0,0171;75039;1441007;19,04
1961;Мужчины;56;74392;0,0192;1415;0,01902;73684;1365968;18,36
1961;Мужчины;57;72977;0,01927;1393;0,01909;72280;1292283;17,71
1961;Мужчины;58;71584;0,02148;1522;0,02126;70823;1220003;17,04
1961;Мужчины;59;70062;0,02367;1639;0,02339;69243;1149180;16,4
1961;Мужчины;60;68423;0,03002;2024;0,02958;67411;1079937;15,78
1961;Мужчины;61;66400;0,02553;1674;0,02521;65563;1012526;15,25
1961;Мужчины;62;64726;0,02996;1911;0,02952;63771;946963;14,63
1961;Мужчины;63;62815;0,03335;2061;0,03281;61785;883192;14,06
1961;Мужчины;64;60755;0,0332;1984;0,03266;59763;821407;13,52
1961;Мужчины;65;58771;0,03798;2191;0,03728;57675;761645;12,96
1961;Мужчины;66;56580;0,03765;2091;0,03696;55534;703969;12,44
1961;Мужчины;67;54489;0,04342;2315;0,04249;53331;648435;11,9
1961;Мужчины;68;52174;0,04342;2217;0,04249;51065;595104;11,41
1961;Мужчины;69;49956;0,0437;2136;0,04276;48888;544039;10,89
1961;Мужчины;70;47820;0,0595;2763;0,05778;46439;495150;10,35
1961;Мужчины;71;45057;0,05008;2201;0,04885;43957;448711;9,96
1961;Мужчины;72;42856;0,05883;2449;0,05714;41631;404755;9,44
1961;Мужчины;73;40407;0,06992;2730;0,06756;39042;363124;8,99
1961;Мужчины;74;37677;0,07092;2581;0,0685;36386;324082;8,6
1961;Мужчины;75;35096;0,08151;2749;0,07833;33722;287696;8,2
1961;Мужчины;76;32347;0,08464;2627;0,08121;31034;253974;7,85
1961;Мужчины;77;29721;0,07987;2283;0,07681;28579;222940;7,5
1961;Мужчины;78;27438;0,09538;2498;0,09104;26189;194361;7,08
1961;Мужчины;79;24940;0,09119;2175;0,08721;23853;168172;6,74
1961;Мужчины;80;22765;0,12608;2700;0,1186;21415;144319;6,34
1961;Мужчины;81;20065;0,10082;1926;0,09599;19102;122904;6,13
1961;Мужчины;82;18139;0,13704;2326;0,12823;16976;103802;5,72
1961;Мужчины;83;15813;0,14416;2126;0,13445;14750;86826;5,49
1961;Мужчины;84;13686;0,15579;1978;0,14453;12697;72077;5,27
1961;Мужчины;85;11708;0,1682;1817;0,15519;10800;59379;5,07
1961;Мужчины;86;9892;0,18166;1647;0,1665;9068;48579;4,91
1961;Мужчины;87;8244;0,193;1451;0,17601;7519;39511;4,79
1961;Мужчины;88;6793;0,19548;1210;0,17812;6188;31992;4,71
1961;Мужчины;89;5584;0,17808;913;0,1635;5127;25804;4,62
1961;Мужчины;90;4670;0,23425;979;0,20964;4181;20677;4,43
1961;Мужчины;91;3691;0,17043;580;0,15714;3401;16496;4,47
1961;Мужчины;92;3111;0,17062;489;0,15718;2867;13095;4,21
1961;Мужчины;93;2622;0,22488;530;0,20214;2357;10228;3,9
1961;Мужчины;94;2092;0,19793;377;0,18021;1904;7871;3,76
1961;Мужчины;95;1715;0,2547;388;0,22624;1522;5967;3,48
1961;Мужчины;96;1328;0,2665;312;0,23494;1172;4445;3,35
1961;Мужчины;97;1016;0,27864;248;0,24409;891;3273;3,22
1961;Мужчины;98;767;0,29112;195;0,25424;670;2382;3,1
1961;Мужчины;99;572;0,30391;151;0,26399;497;1712;2,99
1961;Мужчины;100;421;0,31702;115;0,27316;364;1216;2,89
1961;Мужчины;101;306;0,33043;87;0,28431;263;852;2,78
1961;Мужчины;102;219;0,34411;64;0,29224;187;589;2,69
1961;Мужчины;103;155;0,35807;47;0,30323;131;402;2,6
1961;Мужчины;104;108;0,37226;34;0,31481;91;271;2,51
1961;Мужчины;105;74;0,38668;24;0,32432;62;180;2,43
1961;Мужчины;106;50;0,4013;17;0,34;42;118;2,36
1961;Мужчины;107;33;0,4161;11;0,33333;28;76;2,3
1961;Мужчины;108;22;0,43105;8;0,36364;18;49;2,24
1961;Мужчины;109;14;0,44613;5;0,35714;12;31;2,19
1961;Мужчины;110+;9;0,46131;9;1;19;19;2,17
1962;Мужчины;0;100000;0,03621;3512;0,03512;96987;6367098;63,67
1962;Мужчины;1;96488;0,00454;437;0,00453;96270;6270111;64,98
1962;Мужчины;2;96051;0,00209;201;0,00209;95951;6173841;64,28
1962;Мужчины;3;95851;0,00152;145;0,00151;95778;6077890;63,41
1962;Мужчины;4;95706;0,00123;118;0,00123;95647;5982112;62,51
1962;Мужчины;5;95588;0,00117;112;0,00117;95532;5886465;61,58
1962;Мужчины;6;95476;0,0011;105;0,0011;95423;5790933;60,65
1962;Мужчины;7;95371;0,0011;105;0,0011;95318;5695510;59,72
1962;Мужчины;8;95266;0,00098;93;0,00098;95219;5600192;58,78
1962;Мужчины;9;95173;0,00089;85;0,00089;95130;5504972;57,84
1962;Мужчины;10;95088;0,00085;81;0,00085;95048;5409842;56,89
1962;Мужчины;11;95007;0,00075;71;0,00075;94972;5314794;55,94
1962;Мужчины;12;94936;0,00077;73;0,00077;94900;5219822;54,98
1962;Мужчины;13;94863;0,0008;76;0,0008;94825;5124923;54,02
1962;Мужчины;14;94787;0,00086;82;0,00087;94746;5030097;53,07
1962;Мужчины;15;94705;0,0011;105;0,00111;94653;4935351;52,11
1962;Мужчины;16;94601;0,0012;114;0,00121;94544;4840698;51,17
1962;Мужчины;17;94487;0,00162;153;0,00162;94411;4746154;50,23
1962;Мужчины;18;94334;0,00196;185;0,00196;94242;4651743;49,31
1962;Мужчины;19;94150;0,0021;197;0,00209;94051;4557501;48,41
1962;Мужчины;20;93952;0,00224;210;0,00224;93847;4463450;47,51
1962;Мужчины;21;93742;0,00236;221;0,00236;93632;4369602;46,61
1962;Мужчины;22;93522;0,00241;225;0,00241;93409;4275971;45,72
1962;Мужчины;23;93296;0,00271;252;0,0027;93170;4182562;44,83
1962;Мужчины;24;93044;0,00274;255;0,00274;92917;4089391;43,95
1962;Мужчины;25;92789;0,00313;290;0,00313;92644;3996474;43,07
1962;Мужчины;26;92499;0,00307;284;0,00307;92357;3903830;42,2
1962;Мужчины;27;92215;0,00334;307;0,00333;92062;3811473;41,33
1962;Мужчины;28;91908;0,00328;301;0,00328;91758;3719412;40,47
1962;Мужчины;29;91607;0,00309;283;0,00309;91466;3627654;39,6
1962;Мужчины;30;91325;0,00394;359;0,00393;91145;3536188;38,72
1962;Мужчины;31;90966;0,00374;339;0,00373;90796;3445043;37,87
1962;Мужчины;32;90626;0,00424;384;0,00424;90434;3354247;37,01
1962;Мужчины;33;90242;0,00389;350;0,00388;90067;3263813;36,17
1962;Мужчины;34;89892;0,00443;397;0,00442;89694;3173745;35,31
1962;Мужчины;35;89495;0,00452;404;0,00451;89293;3084052;34,46
1962;Мужчины;36;89091;0,00482;428;0,0048;88877;2994759;33,61
1962;Мужчины;37;88663;0,00507;448;0,00505;88439;2905882;32,77
1962;Мужчины;38;88215;0,00551;485;0,0055;87972;2817443;31,94
1962;Мужчины;39;87730;0,00514;450;0,00513;87505;2729471;31,11
1962;Мужчины;40;87280;0,00619;538;0,00616;87011;2641966;30,27
1962;Мужчины;41;86741;0,00583;505;0,00582;86489;2554955;29,45
1962;Мужчины;42;86237;0,00677;582;0,00675;85946;2468466;28,62
1962;Мужчины;43;85655;0,00633;541;0,00632;85385;2382520;27,82
1962;Мужчины;44;85115;0,00727;616;0,00724;84806;2297135;26,99
1962;Мужчины;45;84498;0,00753;634;0,0075;84181;2212329;26,18
1962;Мужчины;46;83864;0,00784;655;0,00781;83537;2128147;25,38
