Год;Пол;Возраст;Число доживших;Коэффициент смертности;Число умерших;Вероятность смерти;Число живущих;Число прожитых человеко-лет;Ожидаемая прожолжительность предстоящей жизни
2000;Мужчины;77;17421;0,10365;1717;0,09856;16563;109286;6,27
2000;Мужчины;78;15705;0,115;1708;0,10876;14851;92723;5,9
2000;Мужчины;79;13997;0,12203;1610;0,11502;13192;77873;5,56
2000;Мужчины;80;12387;0,14139;1636;0,13207;11569;64681;5,22
2000;Мужчины;81;10751;0,15153;1514;0,14082;9994;53112;4,94
2000;Мужчины;82;9237;0,15662;1342;0,14529;8566;43118;4,67
2000;Мужчины;83;7895;0,17482;1269;0,16073;7261;34552;4,38
2000;Мужчины;84;6626;0,18692;1133;0,17099;6060;27291;4,12
2000;Мужчины;85;5493;0,2068;1030;0,18751;4979;21231;3,86
2000;Мужчины;86;4464;0,22535;904;0,20251;4012;16253;3,64
2000;Мужчины;87;3560;0,23605;752;0,21124;3184;12241;3,44
2000;Мужчины;88;2808;0,25677;639;0,22756;2489;9057;3,23
2000;Мужчины;89;2169;0,28017;533;0,24574;1903;6569;3,03
2000;Мужчины;90;1636;0,29832;425;0,25978;1424;4666;2,85
2000;Мужчины;91;1211;0,33617;349;0,28819;1037;3242;2,68
2000;Мужчины;92;863;0,35682;261;0,30243;732;2205;2,56
2000;Мужчины;93;602;0,37614;190;0,31561;506;1473;2,45
2000;Мужчины;94;411;0,38556;133;0,3236;345;967;2,35
2000;Мужчины;95;278;0,40969;95;0,34173;231;622;2,24
2000;Мужчины;96;184;0,4336;65;0,35326;151;391;2,13
2000;Мужчины;97;118;0,45781;44;0,37288;96;240;2,03
2000;Мужчины;98;74;0,48223;29;0,39189;60;144;1,94
2000;Мужчины;99;45;0,50673;18;0,4;36;84;1,86
2000;Мужчины;100;27;0,53121;11;0,40741;21;48;1,79
2000;Мужчины;101;16;0,55553;7;0,4375;12;27;1,72
2000;Мужчины;102;9;0,57959;4;0,44444;7;15;1,65
2000;Мужчины;103;5;0,60327;2;0,4;4;8;1,6
2000;Мужчины;104;3;0,62648;1;0,33333;2;4;1,54
2000;Мужчины;105;1;0,64913;1;1;1;2;1,49
2000;Мужчины;106;1;0,67112;0;0;1;1;1,45
2000;Мужчины;107;1;0,69239;0;1;1;0;1,41
2000;Мужчины;108;1;0,71287;0;1;1;0;1,38
2000;Мужчины;109;1;0,73251;0;1;1;0;1,35
2000;Мужчины;110+;1;0,75128;0;1;1;0;1,33
2001;Мужчины;0;100000;0,01751;1724;0,01724;98435;5888635;58,89
2001;Мужчины;1;98276;0,00181;178;0,00181;98187;5790200;58,92
2001;Мужчины;2;98098;0,00104;102;0,00104;98047;5692013;58,02
2001;Мужчины;3;97996;0,00083;82;0,00084;97955;5593966;57,08
2001;Мужчины;4;97914;0,00079;77;0,00079;97876;5496011;56,13
2001;Мужчины;5;97837;0,00058;56;0,00057;97809;5398135;55,17
2001;Мужчины;6;97781;0,00057;55;0,00056;97753;5300326;54,21
2001;Мужчины;7;97726;0,00061;60;0,00061;97696;5202572;53,24
2001;Мужчины;8;97666;0,0006;58;0,00059;97637;5104877;52,27
2001;Мужчины;9;97607;0,00055;54;0,00055;97580;5007240;51,3
2001;Мужчины;10;97553;0,00056;55;0,00056;97526;4909660;50,33
2001;Мужчины;11;97498;0,00055;54;0,00055;97471;4812134;49,36
2001;Мужчины;12;97444;0,0005;49;0,0005;97420;4714663;48,38
2001;Мужчины;13;97396;0,00062;60;0,00062;97366;4617243;47,41
2001;Мужчины;14;97335;0,00074;72;0,00074;97300;4519877;46,44
2001;Мужчины;15;97264;0,001;97;0,001;97215;4422577;45,47
2001;Мужчины;16;97166;0,00139;135;0,00139;97099;4325363;44,52
2001;Мужчины;17;97031;0,00193;187;0,00193;96938;4228264;43,58
2001;Мужчины;18;96844;0,00244;236;0,00244;96727;4131326;42,66
2001;Мужчины;19;96609;0,00289;279;0,00289;96469;4034599;41,76
2001;Мужчины;20;96330;0,00351;338;0,00351;96161;3938130;40,88
2001;Мужчины;21;95992;0,00397;381;0,00397;95801;3841969;40,02
2001;Мужчины;22;95611;0,0046;438;0,00458;95392;3746168;39,18
2001;Мужчины;23;95173;0,00477;453;0,00476;94946;3650776;38,36
2001;Мужчины;24;94720;0,00496;469;0,00495;94486;3555830;37,54
2001;Мужчины;25;94251;0,00546;513;0,00544;93995;3461344;36,72
2001;Мужчины;26;93738;0,00572;534;0,0057;93471;3367349;35,92
2001;Мужчины;27;93204;0,00583;542;0,00582;92933;3273878;35,13
2001;Мужчины;28;92662;0,00592;547;0,0059;92389;3180945;34,33
2001;Мужчины;29;92116;0,00614;563;0,00611;91834;3088556;33,53
2001;Мужчины;30;91552;0,00655;597;0,00652;91253;2996722;32,73
2001;Мужчины;31;90955;0,00677;614;0,00675;90648;2905469;31,94
2001;Мужчины;32;90341;0,007;630;0,00697;90026;2814821;31,16
2001;Мужчины;33;89711;0,00719;643;0,00717;89390;2724795;30,37
2001;Мужчины;34;89068;0,00779;691;0,00776;88723;2635405;29,59
2001;Мужчины;35;88377;0,00844;743;0,00841;88006;2546682;28,82
2001;Мужчины;36;87634;0,00888;775;0,00884;87247;2458676;28,06
2001;Мужчины;37;86860;0,0093;804;0,00926;86457;2371429;27,3
2001;Мужчины;38;86055;0,00972;832;0,00967;85639;2284972;26,55
2001;Мужчины;39;85223;0,01046;887;0,01041;84780;2199333;25,81
2001;Мужчины;40;84336;0,0118;989;0,01173;83842;2114553;25,07
2001;Мужчины;41;83347;0,01246;1032;0,01238;82831;2030711;24,36
2001;Мужчины;42;82315;0,01301;1064;0,01293;81783;1947880;23,66
2001;Мужчины;43;81252;0,01394;1125;0,01385;80689;1866096;22,97
2001;Мужчины;44;80126;0,01456;1158;0,01445;79547;1785407;22,28
2001;Мужчины;45;78968;0,01678;1314;0,01664;78312;1705860;21,6
2001;Мужчины;46;77655;0,01821;1401;0,01804;76954;1627548;20,96
2001;Мужчины;47;76253;0,01834;1385;0,01816;75561;1550594;20,33
2001;Мужчины;48;74868;0,01922;1425;0,01903;74155;1475033;19,7
2001;Мужчины;49;73443;0,02103;1528;0,02081;72679;1400878;19,07
2001;Мужчины;50;71915;0,02333;1658;0,02305;71085;1328199;18,47
2001;Мужчины;51;70256;0,02479;1720;0,02448;69396;1257114;17,89
2001;Мужчины;52;68536;0,0266;1799;0,02625;67636;1187718;17,33
2001;Мужчины;53;66737;0,02443;1611;0,02414;65931;1120082;16,78
2001;Мужчины;54;65126;0,03037;1948;0,02991;64152;1054150;16,19
2001;Мужчины;55;63178;0,02945;1834;0,02903;62261;989998;15,67
2001;Мужчины;56;61344;0,0335;2021;0,03295;60334;927737;15,12
2001;Мужчины;57;59323;0,03425;1998;0,03368;58324;867403;14,62
2001;Мужчины;58;57325;0,03147;1776;0,03098;56437;809079;14,11
2001;Мужчины;59;55549;0,04018;2188;0,03939;54455;752642;13,55
2001;Мужчины;60;53361;0,04197;2194;0,04112;52265;698187;13,08
2001;Мужчины;61;51168;0,04432;2219;0,04337;50058;645922;12,62
2001;Мужчины;62;48949;0,04769;2280;0,04658;47809;595864;12,17
2001;Мужчины;63;46669;0,04689;2138;0,04581;45600;548055;11,74
2001;Мужчины;64;44531;0,0508;2206;0,04954;43428;502455;11,28
2001;Мужчины;65;42325;0,05379;2217;0,05238;41216;459027;10,85
2001;Мужчины;66;40108;0,05726;2233;0,05567;38991;417811;10,42
2001;Мужчины;67;37875;0,0584;2149;0,05674;36800;378819;10
2001;Мужчины;68;35726;0,06332;2193;0,06138;34629;342019;9,57
2001;Мужчины;69;33533;0,0684;2218;0,06614;32424;307390;9,17
2001;Мужчины;70;31315;0,07139;2159;0,06894;30236;274966;8,78
2001;Мужчины;71;29156;0,07676;2155;0,07391;28079;244730;8,39
2001;Мужчины;72;27001;0,0818;2122;0,07859;25940;216651;8,02
2001;Мужчины;73;24879;0,08906;2121;0,08525;23819;190711;7,67
2001;Мужчины;74;22758;0,09165;1994;0,08762;21761;166892;7,33
2001;Мужчины;75;20763;0,09732;1927;0,09281;19800;145132;6,99
2001;Мужчины;76;18837;0,10156;1821;0,09667;17926;125332;6,65
2001;Мужчины;77;17016;0,11087;1787;0,10502;16122;107405;6,31
2001;Мужчины;78;15228;0,11193;1614;0,10599;14421;91283;5,99
2001;Мужчины;79;13614;0,12203;1566;0,11503;12831;76862;5,65
2001;Мужчины;80;12048;0,13691;1544;0,12815;11277;64031;5,31
2001;Мужчины;81;10505;0,15236;1487;0,14155;9761;52754;5,02
2001;Мужчины;82;9017;0,15945;1332;0,14772;8352;42993;4,77
2001;Мужчины;83;7686;0,16532;1174;0,15275;7099;34641;4,51
2001;Мужчины;84;6512;0,18358;1095;0,16815;5965;27542;4,23
2001;Мужчины;85;5417;0,1952;963;0,17777;4935;21578;3,98
2001;Мужчины;86;4454;0,21933;880;0,19758;4014;16642;3,74
2001;Мужчины;87;3573;0,22946;736;0,20599;3206;12629;3,53
2001;Мужчины;88;2838;0,24362;616;0,21705;2530;9423;3,32
2001;Мужчины;89;2222;0,27366;535;0,24077;1954;6893;3,1
2001;Мужчины;90;1687;0,29313;431;0,25548;1471;4939;2,93
2001;Мужчины;91;1256;0,31613;343;0,27309;1084;3468;2,76
2001;Мужчины;92;913;0,34044;266;0,29135;780;2384;2,61
2001;Мужчины;93;647;0,36572;200;0,30912;547;1603;2,48
2001;Мужчины;94;447;0,40473;151;0,33781;372;1056;2,36
2001;Мужчины;95;297;0,39573;98;0,32997;248;684;2,31
2001;Мужчины;96;199;0,41878;69;0,34673;164;437;2,2
2001;Мужчины;97;130;0,44219;47;0,36154;106;273;2,1
2001;Мужчины;98;83;0,46586;31;0,37349;67;166;2,01
2001;Мужчины;99;52;0,48968;20;0,38462;41;99;1,92
2001;Мужчины;100;31;0,51355;13;0,41935;25;58;1,84
2001;Мужчины;101;18;0,53736;8;0,44444;15;33;1,77
2001;Мужчины;102;11;0,56101;5;0,45455;8;18;1,7
2001;Мужчины;103;6;0,58437;3;0,5;5;10;1,64
2001;Мужчины;104;3;0,60737;2;0,66667;3;5;1,59
2001;Мужчины;105;2;0,62989;1;0,5;1;3;1,54
2001;Мужчины;106;1;0,65187;0;0;1;1;1,49
2001;Мужчины;107;1;0,67322;0;1;1;1;1,45
2001;Мужчины;108;1;0,69387;0;1;1;0;1,41
2001;Мужчины;109;1;0,71378;0;1;1;0;1,38
2001;Мужчины;110+;1;0,73288;0;1;1;0;1,36
2002;Мужчины;0;100000;0,01605;1582;0,01582;98557;5863593;58,64
2002;Мужчины;1;98418;0,00144;142;0,00144;98347;5765036;58,58
2002;Мужчины;2;98276;0,00091;90;0,00092;98231;5666689;57,66
2002;Мужчины;3;98187;0,00084;82;0,00084;98146;5568457;56,71
2002;Мужчины;4;98105;0,00065;63;0,00064;98073;5470312;55,76
2002;Мужчины;5;98041;0,00052;51;0,00052;98016;5372239;54,8
2002;Мужчины;6;97990;0,0005;49;0,0005;97966;5274223;53,82
2002;Мужчины;7;97942;0,00053;52;0,00053;97916;5176257;52,85
2002;Мужчины;8;97890;0,00049;48;0,00049;97866;5078342;51,88
2002;Мужчины;9;97842;0,00049;48;0,00049;97818;4980476;50,9
2002;Мужчины;10;97794;0,0005;49;0,0005;97769;4882658;49,93
2002;Мужчины;11;97745;0,00052;50;0,00051;97719;4784889;48,95
2002;Мужчины;12;97694;0,0005;49;0,0005;97670;4687170;47,98
2002;Мужчины;13;97645;0,00062;61;0,00062;97615;4589500;47
2002;Мужчины;14;97585;0,00067;65;0,00067;97552;4491885;46,03
2002;Мужчины;15;97519;0,00095;93;0,00095;97473;4394333;45,06
2002;Мужчины;16;97427;0,00136;132;0,00135;97361;4296860;44,1
2002;Мужчины;17;97294;0,00187;182;0,00187;97203;4199500;43,16
2002;Мужчины;18;97112;0,00224;217;0,00223;97004;4102296;42,24
2002;Мужчины;19;96895;0,00272;263;0,00271;96764;4005292;41,34
2002;Мужчины;20;96632;0,00318;307;0,00318;96479;3908529;40,45
2002;Мужчины;21;96325;0,00365;351;0,00364;96150;3812050;39,57
2002;Мужчины;22;95974;0,00402;385;0,00401;95782;3715900;38,72
2002;Мужчины;23;95589;0,00438;418;0,00437;95380;3620119;37,87
2002;Мужчины;24;95171;0,00464;441;0,00463;94951;3524738;37,04
2002;Мужчины;25;94731;0,00516;487;0,00514;94487;3429787;36,21
2002;Мужчины;26;94243;0,00525;493;0,00523;93997;3335300;35,39
2002;Мужчины;27;93750;0,0057;533;0,00569;93484;3241303;34,57
2002;Мужчины;28;93218;0,00615;571;0,00613;92932;3147820;33,77
2002;Мужчины;29;92646;0,00611;565;0,0061;92364;3054888;32,97
2002;Мужчины;30;92082;0,0069;633;0,00687;91765;2962524;32,17
2002;Мужчины;31;91449;0,00694;632;0,00691;91132;2870759;31,39
2002;Мужчины;32;90816;0,00716;648;0,00714;90492;2779626;30,61
2002;Мужчины;33;90168;0,00745;669;0,00742;89834;2689134;29,82
2002;Мужчины;34;89499;0,00798;712;0,00796;89143;2599300;29,04
2002;Мужчины;35;88788;0,009;795;0,00895;88390;2510157;28,27
2002;Мужчины;36;87992;0,00908;795;0,00903;87595;2421767;27,52
2002;Мужчины;37;87197;0,00967;839;0,00962;86778;2334172;26,77
2002;Мужчины;38;86358;0,01036;890;0,01031;85913;2247394;26,02
2002;Мужчины;39;85468;0,01095;930;0,01088;85003;2161481;25,29
2002;Мужчины;40;84538;0,01306;1097;0,01298;83989;2076478;24,56
2002;Мужчины;41;83441;0,01272;1055;0,01264;82913;1992489;23,88
2002;Мужчины;42;82386;0,01367;1118;0,01357;81827;1909576;23,18
2002;Мужчины;43;81268;0,01462;1179;0,01451;80678;1827749;22,49
2002;Мужчины;44;80088;0,01563;1242;0,01551;79467;1747071;21,81
2002;Мужчины;45;78846;0,01763;1378;0,01748;78158;1667604;21,15
2002;Мужчины;46;77469;0,01806;1386;0,01789;76775;1589446;20,52
2002;Мужчины;47;76082;0,02003;1509;0,01983;75328;1512671;19,88
2002;Мужчины;48;74573;0,02057;1519;0,02037;73814;1437343;19,27
2002;Мужчины;49;73055;0,02176;1573;0,02153;72268;1363529;18,66
2002;Мужчины;50;71482;0,02642;1864;0,02608;70550;1291260;18,06
2002;Мужчины;51;69618;0,02493;1714;0,02462;68761;1220710;17,53
2002;Мужчины;52;67904;0,02693;1804;0,02657;67002;1151949;16,96
2002;Мужчины;53;66100;0,02957;1926;0,02914;65137;1084947;16,41
2002;Мужчины;54;64174;0,02689;1702;0,02652;63323;1019810;15,89
2002;Мужчины;55;62471;0,03508;2154;0,03448;61394;956487;15,31
2002;Мужчины;56;60318;0,03194;1896;0,03143;59369;895093;14,84
2002;Мужчины;57;58421;0,0358;2055;0,03518;57394;835723;14,31
2002;Мужчины;58;56366;0,03766;2084;0,03697;55325;778330;13,81
2002;Мужчины;59;54283;0,03433;1832;0,03375;53367;723005;13,32
2002;Мужчины;60;52451;0,04902;2510;0,04785;51196;669638;12,77
2002;Мужчины;61;49941;0,04565;2229;0,04463;48827;618443;12,38
2002;Мужчины;62;47712;0,04832;2251;0,04718;46587;569616;11,94
2002;Мужчины;63;45461;0,05252;2326;0,05116;44298;523029;11,5
2002;Мужчины;64;43135;0,05086;2140;0,04961;42065;478731;11,1
2002;Мужчины;65;40995;0,05595;2231;0,05442;39880;436666;10,65
2002;Мужчины;66;38764;0,05919;2229;0,0575;37650;396786;10,24
2002;Мужчины;67;36535;0,06266;2220;0,06076;35426;359136;9,83
2002;Мужчины;68;34316;0,06342;2109;0,06146;33261;323711;9,43
2002;Мужчины;69;32206;0,06885;2143;0,06654;31135;290450;9,02
2002;Мужчины;70;30063;0,07522;2179;0,07248;28973;259315;8,63
2002;Мужчины;71;27883;0,07746;2079;0,07456;26844;230342;8,26
2002;Мужчины;72;25804;0,08314;2060;0,07983;24774;203498;7,89
2002;Мужчины;73;23744;0,08953;2035;0,08571;22727;178724;7,53
2002;Мужчины;74;21710;0,09723;2013;0,09272;20703;155997;7,19
2002;Мужчины;75;19697;0,10023;1880;0,09545;18757;135294;6,87
2002;Мужчины;76;17817;0,10593;1792;0,10058;16921;116537;6,54
2002;Мужчины;77;16024;0,11084;1683;0,10503;15183;99617;6,22
2002;Мужчины;78;14342;0,12329;1665;0,11609;13509;84434;5,89
2002;Мужчины;79;12676;0,11946;1429;0,11273;11962;70925;5,6
2002;Мужчины;80;11247;0,13974;1469;0,13061;10513;58963;5,24
2002;Мужчины;81;9778;0,15378;1396;0,14277;9080;48451;4,96
2002;Мужчины;82;8382;0,16307;1264;0,1508;7750;39371;4,7
2002;Мужчины;83;7118;0,18001;1175;0,16507;6530;31621;4,44
2002;Мужчины;84;5942;0,18035;983;0,16543;5451;25091;4,22
2002;Мужчины;85;4959;0,19723;890;0,17947;4514;19640;3,96
2002;Мужчины;86;4069;0,21377;786;0,19317;3676;15125;3,72
2002;Мужчины;87;3283;0,23573;692;0,21078;2937;11449;3,49
2002;Мужчины;88;2591;0,24955;575;0,22192;2303;8512;3,29
2002;Мужчины;89;2016;0,27117;481;0,23859;1775;6209;3,08
2002;Мужчины;90;1535;0,30597;407;0,26515;1331;4434;2,89
2002;Мужчины;91;1127;0,31899;310;0,27507;972;3103;2,75
2002;Мужчины;92;817;0,3438;240;0,29376;697;2130;2,61
2002;Мужчины;93;577;0,36875;180;0,31196;488;1433;2,48
2002;Мужчины;94;398;0,39442;131;0,32915;332;945;2,38
2002;Мужчины;95;267;0,3978;88;0,32959;222;613;2,3
2002;Мужчины;96;178;0,42056;62;0,34831;147;391;2,19
2002;Мужчины;97;116;0,44367;42;0,36207;95;244;2,09
2002;Мужчины;98;74;0,46702;28;0,37838;60;148;2
2002;Мужчины;99;46;0,49052;18;0,3913;37;88;1,92
2002;Мужчины;100;28;0,51406;11;0,39286;22;51;1,84
2002;Мужчины;101;16;0,53753;7;0,4375;13;29;1,77
2002;Мужчины;102;9;0,56084;4;0,44444;7;16;1,71
2002;Мужчины;103;5;0,58389;2;0,4;4;9;1,65
2002;Мужчины;104;3;0,60658;1;0,33333;2;5;1,59
2002;Мужчины;105;2;0,62881;1;0,5;1;2;1,54
2002;Мужчины;106;1;0,65051;0;0;1;1;1,49
2002;Мужчины;107;1;0,67161;0;1;1;1;1,45
2002;Мужчины;108;1;0,69203;0;1;1;0;1,42
2002;Мужчины;109;1;0,71173;0;1;1;0;1,39
2002;Мужчины;110+;1;0,73067;0;1;1;0;1,37
2003;Мужчины;0;100000;0,01438;1419;0,01419;98699;5853691;58,54
2003;Мужчины;1;98581;0,00144;142;0,00144;98510;5754991;58,38
2003;Мужчины;2;98439;0,00088;87;0,00088;98395;5656482;57,46
2003;Мужчины;3;98352;0,00065;64;0,00065;98320;5558087;56,51
2003;Мужчины;4;98288;0,0007;68;0,00069;98253;5459767;55,55
2003;Мужчины;5;98219;0,00055;54;0,00055;98192;5361514;54,59
2003;Мужчины;6;98165;0,00054;53;0,00054;98139;5263321;53,62
2003;Мужчины;7;98112;0,00051;50;0,00051;98087;5165183;52,65
2003;Мужчины;8;98062;0,0005;49;0,0005;98037;5067096;51,67
2003;Мужчины;9;98013;0,00048;47;0,00048;97989;4969059;50,7
2003;Мужчины;10;97966;0,00043;42;0,00043;97945;4871069;49,72
2003;Мужчины;11;97923;0,00048;47;0,00048;97900;4773125;48,74
2003;Мужчины;12;97877;0,00054;53;0,00054;97850;4675225;47,77
2003;Мужчины;13;97823;0,00058;57;0,00058;97795;4577375;46,79
2003;Мужчины;14;97766;0,0007;68;0,0007;97732;4479580;45,82
2003;Мужчины;15;97698;0,00097;95;0,00097;97651;4381847;44,85
2003;Мужчины;16;97604;0,00134;131;0,00134;97538;4284196;43,89
2003;Мужчины;17;97473;0,00175;171;0,00175;97387;4186658;42,95
2003;Мужчины;18;97302;0,00209;203;0,00209;97200;4089271;42,03
2003;Мужчины;19;97099;0,00251;243;0,0025;96977;3992070;41,11
2003;Мужчины;20;96856;0,00309;298;0,00308;96707;3895093;40,22
2003;Мужчины;21;96557;0,00355;343;0,00355;96386;3798387;39,34
2003;Мужчины;22;96215;0,00391;376;0,00391;96027;3702000;38,48
2003;Мужчины;23;95839;0,00429;410;0,00428;95634;3605974;37,63
2003;Мужчины;24;95429;0,00481;458;0,0048;95200;3510340;36,78
2003;Мужчины;25;94971;0,00527;500;0,00526;94721;3415140;35,96
2003;Мужчины;26;94471;0,00546;514;0,00544;94214;3320419;35,15
2003;Мужчины;27;93957;0,00594;556;0,00592;93679;3226204;34,34
2003;Мужчины;28;93401;0,00626;583;0,00624;93109;3132525;33,54
2003;Мужчины;29;92818;0,00657;607;0,00654;92514;3039416;32,75
2003;Мужчины;30;92211;0,00719;661;0,00717;91880;2946901;31,96
2003;Мужчины;31;91550;0,00698;637;0,00696;91232;2855021;31,19
2003;Мужчины;32;90913;0,00718;650;0,00715;90588;2763789;30,4
2003;Мужчины;33;90263;0,00788;708;0,00784;89909;2673201;29,62
2003;Мужчины;34;89555;0,00829;739;0,00825;89186;2583292;28,85
2003;Мужчины;35;88816;0,00886;783;0,00882;88425;2494106;28,08
2003;Мужчины;36;88033;0,00947;830;0,00943;87618;2405682;27,33
2003;Мужчины;37;87203;0,01011;877;0,01006;86765;2318064;26,58
2003;Мужчины;38;86326;0,01069;918;0,01063;85867;2231299;25,85
2003;Мужчины;39;85408;0,01147;974;0,0114;84921;2145432;25,12
2003;Мужчины;40;84434;0,01343;1127;0,01335;83871;2060511;24,4
2003;Мужчины;41;83308;0,01336;1106;0,01328;82755;1976640;23,73
2003;Мужчины;42;82202;0,01362;1112;0,01353;81646;1893885;23,04
2003;Мужчины;43;81090;0,01529;1230;0,01517;80475;1812239;22,35
2003;Мужчины;44;79860;0,0164;1299;0,01627;79210;1731764;21,69
2003;Мужчины;45;78560;0,01782;1388;0,01767;77866;1652554;21,04
2003;Мужчины;46;77172;0,01838;1406;0,01822;76469;1574688;20,4
2003;Мужчины;47;75767;0,01981;1486;0,01961;75023;1498218;19,77
2003;Мужчины;48;74280;0,02175;1598;0,02151;73481;1423195;19,16
2003;Мужчины;49;72682;0,02282;1640;0,02256;71862;1349714;18,57
2003;Мужчины;50;71042;0,02607;1828;0,02573;70128;1277852;17,99
2003;Мужчины;51;69214;0,02646;1807;0,02611;68310;1207724;17,45
2003;Мужчины;52;67406;0,02632;1751;0,02598;66531;1139414;16,9
2003;Мужчины;53;65655;0,02917;1888;0,02876;64711;1072883;16,34
2003;Мужчины;54;63767;0,0319;2003;0,03141;62766;1008172;15,81
2003;Мужчины;55;61765;0,0307;1867;0,03023;60831;945406;15,31
2003;Мужчины;56;59897;0,03696;2174;0,0363;58811;884575;14,77
2003;Мужчины;57;57724;0,03371;1914;0,03316;56767;825764;14,31
2003;Мужчины;58;55810;0,03753;2056;0,03684;54782;768998;13,78
2003;Мужчины;59;53754;0,03995;2106;0,03918;52701;714216;13,29
2003;Мужчины;60;51648;0,04145;2097;0,0406;50600;661515;12,81
2003;Мужчины;61;49551;0,05101;2465;0,04975;48319;610915;12,33
2003;Мужчины;62;47086;0,04685;2155;0,04577;46008;562596;11,95
2003;Мужчины;63;44931;0,05069;2221;0,04943;43820;516588;11,5
2003;Мужчины;64;42709;0,05445;2264;0,05301;41577;472768;11,07
2003;Мужчины;65;40445;0,05404;2128;0,05261;39381;431191;10,66
2003;Мужчины;66;38317;0,05842;2175;0,05676;37230;391809;10,23
2003;Мужчины;67;36142;0,06199;2173;0,06012;35055;354580;9,81
2003;Мужчины;68;33969;0,06581;2164;0,06371;32887;319524;9,41
2003;Мужчины;69;31805;0,06794;2090;0,06571;30760;286638;9,01
2003;Мужчины;70;29715;0,07312;2096;0,07054;28667;255878;8,61
2003;Мужчины;71;27619;0,07994;2123;0,07687;26557;227211;8,23
2003;Мужчины;72;25496;0,08199;2008;0,07876;24492;200654;7,87
2003;Мужчины;73;23488;0,08952;2013;0,0857;22481;176162;7,5
2003;Мужчины;74;21475;0,09623;1972;0,09183;20489;153681;7,16
2003;Мужчины;75;19504;0,10405;1929;0,0989;18539;133191;6,83
2003;Мужчины;76;17575;0,10751;1793;0,10202;16678;114652;6,52
2003;Мужчины;77;15782;0,11324;1691;0,10715;14936;97974;6,21
2003;Мужчины;78;14090;0,11746;1563;0,11093;13309;83038;5,89
2003;Мужчины;79;12527;0,13157;1546;0,12341;11754;69729;5,57
2003;Мужчины;80;10981;0,13568;1395;0,12704;10283;57976;5,28
2003;Мужчины;81;9585;0,14945;1333;0,13907;8919;47693;4,98
2003;Мужчины;82;8252;0,16275;1242;0,15051;7631;38774;4,7
2003;Мужчины;83;7010;0,1783;1148;0,16377;6437;31142;4,44
2003;Мужчины;84;5863;0,18805;1008;0,17193;5359;24706;4,21
2003;Мужчины;85;4855;0,19385;858;0,17673;4426;19347;3,98
2003;Мужчины;86;3997;0,21663;781;0,1954;3606;14921;3,73
2003;Мужчины;87;3216;0,22879;660;0,20522;2886;11314;3,52
2003;Мужчины;88;2556;0,25507;578;0,22613;2267;8429;3,3
2003;Мужчины;89;1977;0,27018;471;0,23824;1742;6162;3,12
2003;Мужчины;90;1507;0,29122;383;0,25415;1315;4420;2,93
2003;Мужчины;91;1124;0,3217;311;0,27669;968;3105;2,76
2003;Мужчины;92;812;0,33433;233;0,28695;696;2137;2,63
2003;Мужчины;93;580;0,37194;182;0,31379;489;1441;2,49
2003;Мужчины;94;398;0,38631;129;0,32412;333;952;2,39
2003;Мужчины;95;269;0,3976;89;0,33086;224;618;2,3
2003;Мужчины;96;180;0,4206;62;0,34444;149;394;2,19
2003;Мужчины;97;117;0,44396;43;0,36752;96;245;2,09
2003;Мужчины;98;75;0,46757;28;0,37333;61;149;2
2003;Мужчины;99;46;0,49132;18;0,3913;37;89;1,92
2003;Мужчины;100;28;0,51511;12;0,42857;22;52;1,84
2003;Мужчины;101;17;0,53884;7;0,41176;13;29;1,77
2003;Мужчины;102;10;0,56239;4;0,4;7;16;1,7
2003;Мужчины;103;5;0,58566;2;0,4;4;9;1,64
2003;Мужчины;104;3;0,60855;1;0,33333;2;5;1,59
2003;Мужчины;105;2;0,63098;1;0,5;1;2;1,54
2003;Мужчины;106;1;0,65286;0;0;1;1;1,49
2003;Мужчины;107;1;0,67411;0;1;1;1;1,45
2003;Мужчины;108;1;0,69466;0;1;1;0;1,41
2003;Мужчины;109;1;0,71447;0;1;1;0;1,38
2003;Мужчины;110+;1;0,73349;0;1;1;0;1,36
2004;Мужчины;0;100000;0,01346;1330;0,0133;98778;5888657;58,89
2004;Мужчины;1;98670;0,00124;122;0,00124;98609;5789879;58,68
2004;Мужчины;2;98548;0,00083;81;0,00082;98507;5691270;57,75
2004;Мужчины;3;98466;0,00064;63;0,00064;98435;5592763;56,8
2004;Мужчины;4;98403;0,00059;58;0,00059;98374;5494328;55,83
2004;Мужчины;5;98345;0,00054;53;0,00054;98319;5395954;54,87
2004;Мужчины;6;98293;0,00051;50;0,00051;98268;5297635;53,9
2004;Мужчины;7;98243;0,00048;47;0,00048;98219;5199367;52,92
2004;Мужчины;8;98196;0,00049;48;0,00049;98171;5101148;51,95
2004;Мужчины;9;98147;0,0005;49;0,0005;98123;5002977;50,97
2004;Мужчины;10;98098;0,0005;49;0,0005;98074;4904854;50
2004;Мужчины;11;98049;0,00044;43;0,00044;98028;4806780;49,02
2004;Мужчины;12;98006;0,00049;48;0,00049;97982;4708752;48,05
2004;Мужчины;13;97958;0,00059;58;0,00059;97929;4610770;47,07
2004;Мужчины;14;97900;0,00074;73;0,00075;97864;4512842;46,1
2004;Мужчины;15;97827;0,00097;95;0,00097;97780;4414978;45,13
2004;Мужчины;16;97733;0,00126;123;0,00126;97671;4317198;44,17
2004;Мужчины;17;97609;0,00175;170;0,00174;97524;4219527;43,23
