Год;Субъект;Численность населения;Базовый год
1990,0;65,0;152565435,0;1995
1991,0;65,0;153194299,0;1995
1992,0;65,0;153443241,0;1995
1993,0;65,0;153491803,0;1995
1994,0;65,0;153142370,0;1995
1995,0;65,0;153114389,0;1995
1990,0;88,0;40794391,0;1995
1991,0;88,0;40943343,0;1995
1992,0;88,0;41030519,0;1995
1993,0;88,0;41037214,0;1995
1994,0;88,0;40887143,0;1995
1995,0;88,0;40814765,0;1995
1990,0;5,0;1374361,0;1995
1991,0;5,0;1397341,0;1995
1992,0;5,0;1417667,0;1995
1993,0;5,0;1435925,0;1995
1994,0;5,0;1450889,0;1995
1995,0;5,0;1471582,0;1995
1990,0;6,0;1415669,0;1995
1991,0;6,0;1425888,0;1995
1992,0;6,0;1434404,0;1995
1993,0;6,0;1440816,0;1995
1994,0;6,0;1444463,0;1995
1995,0;6,0;1448416,0;1995
1990,0;7,0;1623315,0;1995
1991,0;7,0;1631154,0;1995
1992,0;7,0;1635863,0;1995
1993,0;7,0;1637073,0;1995
1994,0;7,0;1631304,0;1995
1995,0;7,0;1630967,0;1995
1990,0;10,0;2515277,0;1995
1991,0;10,0;2534344,0;1995
1992,0;10,0;2550242,0;1995
1993,0;10,0;2562839,0;1995
1994,0;10,0;2573619,0;1995
1995,0;10,0;2582359,0;1995
1990,0;17,0;1260340,0;1995
1991,0;17,0;1261754,0;1995
1992,0;17,0;1260985,0;1995
1993,0;17,0;1257689,0;1995
1994,0;17,0;1250397,0;1995
1995,0;17,0;1243876,0;1995
1990,0;21,0;1073680,0;1995
1991,0;21,0;1083023,0;1995
1992,0;21,0;1090995,0;1995
1993,0;21,0;1096615,0;1995
1994,0;21,0;1098917,0;1995
1995,0;21,0;1106039,0;1995
1990,0;26,0;758587,0;1995
1991,0;26,0;762126,0;1995
1992,0;26,0;764295,0;1995
1993,0;26,0;764422,0;1995
1994,0;26,0;762702,0;1995
1995,0;26,0;761653,0;1995
1990,0;30,0;1267066,0;1995
1991,0;30,0;1274649,0;1995
1992,0;30,0;1279564,0;1995
1993,0;30,0;1283242,0;1995
1994,0;30,0;1286228,0;1995
1995,0;30,0;1290906,0;1995
1990,0;32,0;1227411,0;1995
1991,0;32,0;1238095,0;1995
1992,0;32,0;1246724,0;1995
1993,0;32,0;1253415,0;1995
1994,0;32,0;1257449,0;1995
1995,0;32,0;1262020,0;1995
1990,0;34,0;6969631,0;1995
1991,0;34,0;6981399,0;1995
1992,0;34,0;6983554,0;1995
1993,0;34,0;6972490,0;1995
1994,0;34,0;6929668,0;1995
1995,0;34,0;6899759,0;1995
1990,0;42,0;850584,0;1995
1991,0;42,0;858253,0;1995
1992,0;42,0;864459,0;1995
1993,0;42,0;868935,0;1995
1994,0;42,0;873544,0;1995
1995,0;42,0;876136,0;1995
1990,0;67,0;1334351,0;1995
1991,0;67,0;1337800,0;1995
1992,0;67,0;1339564,0;1995
1993,0;67,0;1338557,0;1995
1994,0;67,0;1333395,0;1995
1995,0;67,0;1329360,0;1995
1990,0;75,0;1137988,0;1995
1991,0;75,0;1146026,0;1995
1992,0;75,0;1152151,0;1995
1993,0;75,0;1156302,0;1995
1994,0;75,0;1157442,0;1995
1995,0;75,0;1163744,0;1995
1990,0;77,0;1271640,0;1995
1991,0;77,0;1276344,0;1995
1992,0;77,0;1279271,0;1995
1993,0;77,0;1280773,0;1995
1994,0;77,0;1280663,0;1995
1995,0;77,0;1281436,0;1995
1990,0;78,0;1589460,0;1995
1991,0;78,0;1595504,0;1995
1992,0;78,0;1599450,0;1995
1993,0;78,0;1598807,0;1995
1994,0;78,0;1590238,0;1995
1995,0;78,0;1588821,0;1995
1990,0;80,0;1864115,0;1995
1991,0;80,0;1867853,0;1995
1992,0;80,0;1869505,0;1995
1993,0;80,0;1866986,0;1995
1994,0;80,0;1860219,0;1995
1995,0;80,0;1853857,0;1995
1990,0;95,0;1418432,0;1995
1991,0;95,0;1423441,0;1995
1992,0;95,0;1425938,0;1995
1993,0;95,0;1424590,0;1995
1994,0;95,0;1417779,0;1995
1995,0;95,0;1414199,0;1995
1990,0;11,0;11690581,0;1995
1991,0;11,0;11685095,0;1995
1992,0;11,0;11662869,0;1995
1993,0;11,0;11615536,0;1995
1994,0;11,0;11487739,0;1995
1995,0;11,0;11393789,0;1995
1990,0;72,0;15172811,0;1995
1991,0;72,0;15180944,0;1995
1992,0;72,0;15165091,0;1995
1993,0;72,0;15107549,0;1995
1994,0;72,0;14965848,0;1995
1995,0;72,0;14876086,0;1995
1990,0;55,0;721431,0;1995
1991,0;55,0;723796,0;1995
1992,0;55,0;724508,0;1995
1993,0;55,0;722879,0;1995
1994,0;55,0;718092,0;1995
1995,0;55,0;712800,0;1995
1990,0;56,0;1130457,0;1995
1991,0;56,0;1123784,0;1995
1992,0;56,0;1115639,0;1995
1993,0;56,0;1104336,0;1995
1994,0;56,0;1087268,0;1995
1995,0;56,0;1067037,0;1995
1990,0;2,0;1474144,0;1995
1991,0;2,0;1473619,0;1995
1992,0;2,0;1470650,0;1995
1993,0;2,0;1462740,0;1995
1994,0;2,0;1448960,0;1995
1995,0;2,0;1435472,0;1995
1990,0;36,0;49559,0;1995
1991,0;36,0;48819,0;1995
1992,0;36,0;48044,0;1995
1993,0;36,0;47095,0;1995
1994,0;36,0;45906,0;1995
1995,0;36,0;44297,0;1995
1990,0;3,0;1422185,0;1995
1991,0;3,0;1422949,0;1995
1992,0;3,0;1421321,0;1995
1993,0;3,0;1414931,0;1995
1994,0;3,0;1402850,0;1995
1995,0;3,0;1390933,0;1995
1990,0;9,0;1309327,0;1995
1991,0;9,0;1317041,0;1995
1992,0;9,0;1322674,0;1995
1993,0;9,0;1324543,0;1995
1994,0;9,0;1322177,0;1995
1995,0;9,0;1319442,0;1995
1990,0;20,0;887510,0;1995
1991,0;20,0;900781,0;1995
1992,0;20,0;913235,0;1995
1993,0;20,0;923459,0;1995
1994,0;20,0;930444,0;1995
1995,0;20,0;943818,0;1995
1990,0;31,0;1762615,0;1995
1991,0;31,0;1773787,0;1995
1992,0;31,0;1782799,0;1995
1993,0;31,0;1787238,0;1995
1994,0;31,0;1781629,0;1995
1995,0;31,0;1787272,0;1995
1990,0;35,0;1053305,0;1995
1991,0;35,0;1041539,0;1995
1992,0;35,0;1028326,0;1995
1993,0;35,0;1012175,0;1995
1994,0;35,0;988933,0;1995
1995,0;35,0;973475,0;1995
1990,0;38,0;734218,0;1995
1991,0;38,0;737204,0;1995
1992,0;38,0;738768,0;1995
1993,0;38,0;738429,0;1995
1994,0;38,0;734063,0;1995
1995,0;38,0;732157,0;1995
1990,0;47,0;811312,0;1995
1991,0;47,0;815690,0;1995
1992,0;47,0;818780,0;1995
1993,0;47,0;819727,0;1995
1994,0;47,0;817017,0;1995
1995,0;47,0;817230,0;1995
1990,0;12,0;5373792,0;1995
1991,0;12,0;5358292,0;1995
1992,0;12,0;5333858,0;1995
1993,0;12,0;5295837,0;1995
1994,0;12,0;5221259,0;1995
1995,0;12,0;5173479,0;1995
1990,0;93,0;15351726,0;1995
1991,0;93,0;15534707,0;1995
1992,0;93,0;15700499,0;1995
1993,0;93,0;15842048,0;1995
1994,0;93,0;15935368,0;1995
1995,0;93,0;16074068,0;1995
1990,0;48,0;436718,0;1995
1991,0;48,0;440312,0;1995
1992,0;48,0;443155,0;1995
1993,0;48,0;445344,0;1995
1994,0;48,0;447682,0;1995
1995,0;48,0;449125,0;1995
1990,0;54,0;309785,0;1995
1991,0;54,0;311051,0;1995
1992,0;54,0;311793,0;1995
1993,0;54,0;312009,0;1995
1994,0;54,0;310394,0;1995
1995,0;54,0;309500,0;1995
1990,0;27,0;4817842,0;1995
1991,0;27,0;4888335,0;1995
1992,0;27,0;4953246,0;1995
1993,0;27,0;5011950,0;1995
1994,0;27,0;5066676,0;1995
1995,0;27,0;5131336,0;1995
1990,0;4,0;990257,0;1995
1991,0;4,0;1001559,0;1995
1992,0;4,0;1010990,0;1995
1993,0;4,0;1018399,0;1995
1994,0;4,0;1021816,0;1995
1995,0;4,0;1027627,0;1995
1990,0;8,0;2680289,0;1995
1991,0;8,0;2709501,0;1995
1992,0;8,0;2735755,0;1995
1993,0;8,0;2757340,0;1995
1994,0;8,0;2773424,0;1995
1995,0;8,0;2794538,0;1995
1990,0;66,0;4464167,0;1995
1991,0;66,0;4501515,0;1995
1992,0;66,0;4534183,0;1995
1993,0;66,0;4560121,0;1995
1994,0;66,0;4578272,0;1995
1995,0;66,0;4606730,0;1995
1990,0;52,0;2264066,0;1995
1991,0;52,0;2314751,0;1995
1992,0;52,0;2363114,0;1995
1993,0;52,0;2406475,0;1995
1994,0;52,0;2441867,0;1995
1995,0;52,0;2480734,0;1995
1990,0;53,0;300667,0;1995
1991,0;53,0;300644,0;1995
1992,0;53,0;300642,0;1995
1993,0;53,0;300661,0;1995
1994,0;53,0;299049,0;1995
1995,0;53,0;299049,0;1995
1990,0;19,0;823101,0;1995
1991,0;19,0;833466,0;1995
1992,0;19,0;842730,0;1995
1993,0;19,0;850492,0;1995
1994,0;19,0;857008,0;1995
1995,0;19,0;857591,0;1995
1990,0;23,0;493107,0;1995
1991,0;23,0;495644,0;1995
1992,0;23,0;497811,0;1995
1993,0;23,0;499374,0;1995
1994,0;23,0;498248,0;1995
1995,0;23,0;499387,0;1995
1990,0;61,0;783884,0;1995
1991,0;61,0;771172,0;1995
1992,0;61,0;758150,0;1995
1993,0;61,0;744814,0;1995
1994,0;61,0;709950,0;1995
1995,0;61,0;714455,0;1995
1990,0;90,0;1076985,0;1995
1991,0;90,0;1094987,0;1995
1992,0;90,0;1111724,0;1995
1993,0;90,0;1126020,0;1995
1994,0;90,0;1126020,0;1995
1995,0;90,0;1126020,0;1995
1990,0;76,0;2592517,0;1995
1991,0;76,0;2637621,0;1995
1992,0;76,0;2679744,0;1995
1993,0;76,0;2718712,0;1995
1994,0;76,0;2755479,0;1995
1995,0;76,0;2792451,0;1995
1990,0;45,0;31106305,0;1995
1991,0;45,0;31361443,0;1995
1992,0;45,0;31565202,0;1995
1993,0;45,0;31703735,0;1995
1994,0;45,0;31747126,0;1995
1995,0;45,0;31818240,0;1995
1990,0;50,0;3942603,0;1995
1991,0;50,0;3988013,0;1995
1992,0;50,0;4026233,0;1995
1993,0;50,0;4055332,0;1995
1994,0;50,0;4069182,0;1995
1995,0;50,0;4094234,0;1995
1990,0;58,0;734717,0;1995
1991,0;58,0;740803,0;1995
1992,0;58,0;745527,0;1995
1993,0;58,0;748364,0;1995
1994,0;58,0;748578,0;1995
1995,0;58,0;750001,0;1995
1990,0;59,0;962977,0;1995
1991,0;59,0;966099,0;1995
1992,0;59,0;967784,0;1995
1993,0;59,0;967630,0;1995
1994,0;59,0;965862,0;1995
1995,0;59,0;962407,0;1995
1990,0;62,0;3651768,0;1995
1991,0;62,0;3692182,0;1995
1992,0;62,0;3725467,0;1995
1993,0;62,0;3751640,0;1995
1994,0;62,0;3772331,0;1995
1995,0;62,0;3784694,0;1995
1990,0;83,0;1573242,0;1995
1991,0;83,0;1584986,0;1995
1992,0;83,0;1594424,0;1995
1993,0;83,0;1599677,0;1995
1994,0;83,0;1597608,0;1995
1995,0;83,0;1597488,0;1995
1990,0;91,0;1285750,0;1995
1991,0;91,0;1295997,0;1995
1992,0;91,0;1304373,0;1995
1993,0;91,0;1309669,0;1995
1994,0;91,0;1309267,0;1995
1995,0;91,0;1311020,0;1995
1990,0;44,0;2876290,0;1995
1991,0;44,0;2887617,0;1995
1992,0;44,0;2893238,0;1995
1993,0;44,0;2892298,0;1995
1994,0;44,0;2877962,0;1995
1995,0;44,0;2865716,0;1995
1990,0;25,0;1568514,0;1995
1991,0;25,0;1572530,0;1995
1992,0;25,0;1573624,0;1995
1993,0;25,0;1571586,0;1995
1994,0;25,0;1564810,0;1995
1995,0;25,0;1557840,0;1995
1990,0;37,0;3710673,0;1995
1991,0;37,0;3722311,0;1995
1992,0;37,0;3729225,0;1995
1993,0;37,0;3729332,0;1995
1994,0;37,0;3714734,0;1995
1995,0;37,0;3707609,0;1995
1990,0;41,0;2027581,0;1995
1991,0;41,0;2055220,0;1995
1992,0;41,0;2078451,0;1995
1993,0;41,0;2097468,0;1995
1994,0;41,0;2111849,0;1995
1995,0;41,0;2128597,0;1995
1990,0;43,0;1528404,0;1995
1991,0;43,0;1537633,0;1995
1992,0;43,0;1545250,0;1995
1993,0;43,0;1550022,0;1995
1994,0;43,0;1551412,0;1995
1995,0;43,0;1551755,0;1995
1990,0;68,0;3240167,0;1995
1991,0;68,0;3271648,0;1995
1992,0;68,0;3298363,0;1995
1993,0;68,0;3319239,0;1995
1994,0;68,0;3329592,0;1995
1995,0;68,0;3352361,0;1995
1990,0;69,0;2638400,0;1995
1991,0;69,0;2662270,0;1995
1992,0;69,0;2682552,0;1995
1993,0;69,0;2696767,0;1995
1994,0;69,0;2703085,0;1995
1995,0;69,0;2711955,0;1995
1990,0;84,0;1366714,0;1995
1991,0;84,0;1385918,0;1995
1992,0;84,0;1402910,0;1995
1993,0;84,0;1417445,0;1995
1994,0;84,0;1434418,0;1995
1995,0;84,0;1447106,0;1995
1990,0;85,0;12282131,0;1995
1991,0;85,0;12352812,0;1995
1992,0;85,0;12400904,0;1995
1993,0;85,0;12418447,0;1995
1994,0;85,0;12379294,0;1995
1995,0;85,0;12385342,0;1995
1990,0;29,0;1031292,0;1995
1991,0;29,0;1036739,0;1995
1992,0;29,0;1040436,0;1995
1993,0;29,0;1041899,0;1995
1994,0;29,0;1038749,0;1995
1995,0;29,0;1040631,0;1995
1990,0;71,0;4618404,0;1995
1991,0;71,0;4626143,0;1995
1992,0;71,0;4625815,0;1995
1993,0;71,0;4614216,0;1995
1994,0;71,0;4577688,0;1995
1995,0;71,0;4562545,0;1995
1990,0;81,0;2979451,0;1995
1991,0;81,0;3020349,0;1995
1992,0;81,0;3054744,0;1995
1993,0;81,0;3080599,0;1995
1994,0;81,0;3098703,0;1995
1995,0;81,0;3121327,0;1995
1990,0;87,0;1236962,0;1995
1991,0;87,0;1258282,0;1995
1992,0;87,0;1276445,0;1995
1993,0;87,0;1290441,0;1995
1994,0;87,0;1300902,0;1995
1995,0;87,0;1310471,0;1995
1990,0;94,0;426861,0;1995
1991,0;94,0;437058,0;1995
1992,0;94,0;446642,0;1995
1993,0;94,0;455221,0;1995
1994,0;94,0;463086,0;1995
1995,0;94,0;473986,0;1995
1990,0;82,0;1309354,0;1995
1991,0;82,0;1319784,0;1995
1992,0;82,0;1327608,0;1995
1993,0;82,0;1332320,0;1995
1994,0;82,0;1332313,0;1995
1995,0;82,0;1334719,0;1995
1990,0;89,0;3650749,0;1995
1991,0;89,0;3666734,0;1995
1992,0;89,0;3676611,0;1995
1993,0;89,0;3678346,0;1995
1994,0;89,0;3660905,0;1995
1995,0;89,0;3657715,0;1995
1990,0;74,0;18173297,0;1995
1991,0;74,0;18268519,0;1995
1992,0;74,0;18335018,0;1995
1993,0;74,0;18353642,0;1995
1994,0;74,0;18288059,0;1995
1995,0;74,0;18281753,0;1995
1990,0;49,0;181657,0;1995
1991,0;49,0;184003,0;1995
1992,0;49,0;186234,0;1995
1993,0;49,0;187969,0;1995
1994,0;49,0;188719,0;1995
1995,0;49,0;190624,0;1995
1990,0;63,0;280391,0;1995
1991,0;63,0;283995,0;1995
1992,0;63,0;286749,0;1995
1993,0;63,0;288718,0;1995
1994,0;63,0;289162,0;1995
1995,0;63,0;290691,0;1995
1990,0;64,0;536555,0;1995
1991,0;64,0;541735,0;1995
1992,0;64,0;546213,0;1995
1993,0;64,0;548927,0;1995
1994,0;64,0;549649,0;1995
1995,0;64,0;550437,0;1995
1990,0;0,0;2575734,0;1995
1991,0;0,0;2595186,0;1995
1992,0;0,0;2610761,0;1995
1993,0;0,0;2621629,0;1995
1994,0;0,0;2626042,0;1995
1995,0;0,0;2636736,0;1995
1990,0;28,0;3056391,0;1995
1991,0;28,0;3062754,0;1995
1992,0;28,0;3064800,0;1995
1993,0;28,0;3058408,0;1995
1994,0;28,0;3036666,0;1995
1995,0;28,0;3022958,0;1995
1990,0;18,0;2604414,0;1995
1991,0;18,0;2618514,0;1995
1992,0;18,0;2628105,0;1995
1993,0;18,0;2629062,0;1995
1994,0;18,0;2618791,0;1995
1995,0;18,0;2611681,0;1995
1990,0;24,0;3005726,0;1995
1991,0;24,0;3016173,0;1995
1992,0;24,0;3022103,0;1995
1993,0;24,0;3019082,0;1995
1994,0;24,0;3000334,0;1995
1995,0;24,0;2994623,0;1995
1990,0;39,0;2720414,0;1995
1991,0;39,0;2734917,0;1995
1992,0;39,0;2746213,0;1995
1993,0;39,0;2750974,0;1995
1994,0;39,0;2740066,0;1995
1995,0;39,0;2741030,0;1995
1990,0;40,0;2080670,0;1995
1991,0;40,0;2095290,0;1995
1992,0;40,0;2106438,0;1995
1993,0;40,0;2113530,0;1995
1994,0;40,0;2110887,0;1995
1995,0;40,0;2120547,0;1995
1990,0;79,0;1075694,0;1995
1991,0;79,0;1078907,0;1995
1992,0;79,0;1080177,0;1995
1993,0;79,0;1078933,0;1995
1994,0;79,0;1070889,0;1995
1995,0;79,0;1068496,0;1995
1990,0;14,0;10077256,0;1995
1991,0;14,0;10028692,0;1995
1992,0;14,0;9960477,0;1995
1993,0;14,0;9863083,0;1995
1994,0;14,0;9721386,0;1995
1995,0;14,0;9556169,0;1995
1990,0;51,0;1017701,0;1995
1991,0;51,0;1024373,0;1995
1992,0;51,0;1028673,0;1995
1993,0;51,0;1029564,0;1995
1994,0;51,0;1025958,0;1995
1995,0;51,0;1026062,0;1995
1990,0;16,0;1211520,0;1995
1991,0;16,0;1217990,0;1995
1992,0;16,0;1222309,0;1995
1993,0;16,0;1223420,0;1995
1994,0;16,0;1219498,0;1995
1995,0;16,0;1216006,0;1995
1990,0;60,0;1094092,0;1995
1991,0;60,0;1086915,0;1995
1992,0;60,0;1078175,0;1995
1993,0;60,0;1066508,0;1995
1994,0;60,0;1053621,0;1995
1995,0;60,0;1028678,0;1995
1990,0;22,0;452157,0;1995
1991,0;22,0;441308,0;1995
1992,0;22,0;430450,0;1995
1993,0;22,0;418878,0;1995
1994,0;22,0;403169,0;1995
1995,0;22,0;387663,0;1995
1990,0;46,0;2199620,0;1995
1991,0;46,0;2205688,0;1995
1992,0;46,0;2206553,0;1995
1993,0;46,0;2200994,0;1995
1994,0;46,0;2186873,0;1995
1995,0;46,0;2177351,0;1995
1990,0;86,0;1507817,0;1995
1991,0;86,0;1509228,0;1995
1992,0;86,0;1507678,0;1995
1993,0;86,0;1500962,0;1995
1994,0;86,0;1487812,0;1995
1995,0;86,0;1478147,0;1995
1990,0;1,0;938909,0;1995
1991,0;1,0;942545,0;1995
1992,0;1,0;943982,0;1995
1993,0;1,0;942599,0;1995
1994,0;1,0;937248,0;1995
1995,0;1,0;933276,0;1995
1990,0;33,0;301608,0;1995
1991,0;33,0;290844,0;1995
1992,0;33,0;279865,0;1995
1993,0;33,0;267662,0;1995
1994,0;33,0;251414,0;1995
1995,0;33,0;230209,0;1995
1990,0;70,0;702888,0;1995
1991,0;70,0;692521,0;1995
1992,0;70,0;680748,0;1995
1993,0;70,0;667800,0;1995
1994,0;70,0;653292,0;1995
1995,0;70,0;630023,0;1995
1990,0;15,0;201037,0;1995
1991,0;15,0;201582,0;1995
1992,0;15,0;201711,0;1995
1993,0;15,0;201068,0;1995
1994,0;15,0;199559,0;1995
1995,0;15,0;198422,0;1995
1990,0;92,0;130648,0;1995
1991,0;92,0;123623,0;1995
1992,0;92,0;116632,0;1995
1993,0;92,0;109292,0;1995
1994,0;92,0;99452,0;1995
1995,0;92,0;87561,0;1995
1996,0;65,0;152540304,0;1995
1997,0;65,0;152655861,0;1995
1998,0;65,0;152550951,0;1995
1999,0;65,0;152859589,0;1995
2000,0;65,0;152818390,0;1995
2001,0;65,0;153339902,0;1995
2002,0;65,0;153125537,0;1995
2003,0;65,0;153689538,0;1995
2004,0;65,0;152749993,0;1995
2005,0;65,0;153132488,0;1995
2006,0;65,0;152397543,0;1995
2007,0;65,0;152810647,0;1995
2008,0;65,0;152439316,0;1995
2009,0;65,0;153066685,0;1995
2010,0;65,0;152702219,0;1995
2011,0;65,0;153376651,0;1995
2012,0;65,0;152852999,0;1995
2013,0;65,0;153664670,0;1995
2014,0;65,0;152488297,0;1995
2015,0;65,0;153145477,0;1995
2016,0;65,0;152425054,0;1995
2017,0;65,0;152920936,0;1995
2018,0;65,0;152443922,0;1995
2019,0;65,0;153175542,0;1995
2020,0;65,0;152650665,0;1995
1996,0;88,0;40818019,0;1995
1997,0;88,0;40802674,0;1995
1998,0;88,0;40810879,0;1995
1999,0;88,0;40909777,0;1995
2000,0;88,0;40957771,0;1995
2001,0;88,0;40984260,0;1995
2002,0;88,0;41009605,0;1995
2003,0;88,0;41006625,0;1995
2004,0;88,0;40865552,0;1995
2005,0;88,0;40811889,0;1995
2006,0;88,0;40812165,0;1995
2007,0;88,0;40817327,0;1995
2008,0;88,0;40828511,0;1995
2009,0;88,0;40931438,0;1995
2010,0;88,0;40964840,0;1995
2011,0;88,0;41006072,0;1995
2012,0;88,0;40987323,0;1995
2013,0;88,0;40988566,0;1995
2014,0;88,0;40814245,0;1995
2015,0;88,0;40833884,0;1995
2016,0;88,0;40797876,0;1995
2017,0;88,0;40841798,0;1995
2018,0;88,0;40832163,0;1995
2019,0;88,0;40975618,0;1995
2020,0;88,0;40930365,0;1995
1996,0;5,0;1436517,0;1995
1997,0;5,0;1407143,0;1995
1998,0;5,0;1372501,0;1995
1999,0;5,0;1388299,0;1995
2000,0;5,0;1374825,0;1995
2001,0;5,0;1406950,0;1995
2002,0;5,0;1420113,0;1995
2003,0;5,0;1459373,0;1995
2004,0;5,0;1436693,0;1995
2005,0;5,0;1488579,0;1995
2006,0;5,0;1392463,0;1995
2007,0;5,0;1416847,0;1995
2008,0;5,0;1361236,0;1995
2009,0;5,0;1398662,0;1995
2010,0;5,0;1363680,0;1995
2011,0;5,0;1432043,0;1995
2012,0;5,0;1400048,0;1995
2013,0;5,0;1465883,0;1995
2014,0;5,0;1405282,0;1995
2015,0;5,0;1492372,0;1995
2016,0;5,0;1360471,0;1995
2017,0;5,0;1423353,0;1995
2018,0;5,0;1361513,0;1995
2019,0;5,0;1408681,0;1995
2020,0;5,0;1362621,0;1995
1996,0;6,0;1431567,0;1995
1997,0;6,0;1419814,0;1995
1998,0;6,0;1416585,0;1995
1999,0;6,0;1418433,0;1995
2000,0;6,0;1417119,0;1995
2001,0;6,0;1429486,0;1995
2002,0;6,0;1436293,0;1995
2003,0;6,0;1443215,0;1995
2004,0;6,0;1441704,0;1995
2005,0;6,0;1448334,0;1995
2006,0;6,0;1423195,0;1995
2007,0;6,0;1422154,0;1995
2008,0;6,0;1415128,0;1995
2009,0;6,0;1421273,0;1995
2010,0;6,0;1416391,0;1995
2011,0;6,0;1436009,0;1995
2012,0;6,0;1432438,0;1995
2013,0;6,0;1448222,0;1995
2014,0;6,0;1431386,0;1995
2015,0;6,0;1452701,0;1995
2016,0;6,0;1410535,0;1995
2017,0;6,0;1426971,0;1995
2018,0;6,0;1411945,0;1995
2019,0;6,0;1425410,0;1995
2020,0;6,0;1413238,0;1995
1996,0;7,0;1623344,0;1995
1997,0;7,0;1624960,0;1995
1998,0;7,0;1623147,0;1995
1999,0;7,0;1628315,0;1995
2000,0;7,0;1627390,0;1995
2001,0;7,0;1635088,0;1995
2002,0;7,0;1631290,0;1995
2003,0;7,0;1640297,0;1995
2004,0;7,0;1625075,0;1995
2005,0;7,0;1631239,0;1995
2006,0;7,0;1621013,0;1995
2007,0;7,0;1627019,0;1995
2008,0;7,0;1621428,0;1995
2009,0;7,0;1631296,0;1995
2010,0;7,0;1625531,0;1995
2011,0;7,0;1635512,0;1995
2012,0;7,0;1627360,0;1995
2013,0;7,0;1639513,0;1995
2014,0;7,0;1621745,0;1995
2015,0;7,0;1631511,0;1995
2016,0;7,0;1621350,0;1995
2017,0;7,0;1628651,0;1995
2018,0;7,0;1621595,0;1995
2019,0;7,0;1632626,0;1995
2020,0;7,0;1624780,0;1995
1996,0;10,0;2553725,0;1995
1997,0;10,0;2526095,0;1995
1998,0;10,0;2517368,0;1995
1999,0;10,0;2520857,0;1995
2000,0;10,0;2517998,0;1995
2001,0;10,0;2539585,0;1995
2002,0;10,0;2556497,0;1995
2003,0;10,0;2570034,0;1995
2004,0;10,0;2569716,0;1995
2005,0;10,0;2581605,0;1995
2006,0;10,0;2537407,0;1995
2007,0;10,0;2527733,0;1995
2008,0;10,0;2515223,0;1995
2009,0;10,0;2525548,0;1995
2010,0;10,0;2517480,0;1995
2011,0;10,0;2552737,0;1995
2012,0;10,0;2552218,0;1995
2013,0;10,0;2579544,0;1995
2014,0;10,0;2553378,0;1995
2015,0;10,0;2590418,0;1995
2016,0;10,0;2509808,0;1995
2017,0;10,0;2537663,0;1995
2018,0;10,0;2508178,0;1995
2019,0;10,0;2533559,0;1995
2020,0;10,0;2510628,0;1995
1996,0;17,0;1244252,0;1995
1997,0;17,0;1244684,0;1995
1998,0;17,0;1247497,0;1995
1999,0;17,0;1252335,0;1995
2000,0;17,0;1257536,0;1995
2001,0;17,0;1258717,0;1995
2002,0;17,0;1261447,0;1995
2003,0;17,0;1254603,0;1995
2004,0;17,0;1248454,0;1995
2005,0;17,0;1243825,0;1995
2006,0;17,0;1245978,0;1995
2007,0;17,0;1244425,0;1995
2008,0;17,0;1250275,0;1995
2009,0;17,0;1253546,0;1995
2010,0;17,0;1259335,0;1995
2011,0;17,0;1256621,0;1995
2012,0;17,0;1263570,0;1995
2013,0;17,0;1247789,0;1995
2014,0;17,0;1249803,0;1995
2015,0;17,0;1242292,0;1995
2016,0;17,0;1247820,0;1995
2017,0;17,0;1242731,0;1995
2018,0;17,0;1254721,0;1995
2019,0;17,0;1250350,0;1995
2020,0;17,0;1261413,0;1995
1996,0;21,0;1089943,0;1995
1997,0;21,0;1082161,0;1995
1998,0;21,0;1073604,0;1995
1999,0;21,0;1078956,0;1995
2000,0;21,0;1074097,0;1995
2001,0;21,0;1088095,0;1995
2002,0;21,0;1090321,0;1995
2003,0;21,0;1103384,0;1995
2004,0;21,0;1092969,0;1995
2005,0;21,0;1111516,0;1995
2006,0;21,0;1074775,0;1995
2007,0;21,0;1086143,0;1995
2008,0;21,0;1069861,0;1995
2009,0;21,0;1082211,0;1995
2010,0;21,0;1070527,0;1995
2011,0;21,0;1095188,0;1995
2012,0;21,0;1082867,0;1995
2013,0;21,0;1104951,0;1995
2014,0;21,0;1082660,0;1995
2015,0;21,0;1111262,0;1995
2016,0;21,0;1067560,0;1995
2017,0;21,0;1088856,0;1995
2018,0;21,0;1069599,0;1995
2019,0;21,0;1085792,0;1995
2020,0;21,0;1070347,0;1995
1996,0;26,0;758697,0;1995
1997,0;26,0;758930,0;1995
1998,0;26,0;758618,0;1995
1999,0;26,0;760088,0;1995
2000,0;26,0;760609,0;1995
2001,0;26,0;763207,0;1995
2002,0;26,0;762718,0;1995
2003,0;26,0;765229,0;1995
2004,0;26,0;760773,0;1995
2005,0;26,0;761553,0;1995
2006,0;26,0;757730,0;1995
2007,0;26,0;759880,0;1995
2008,0;26,0;757988,0;1995
2009,0;26,0;761408,0;1995
2010,0;26,0;760028,0;1995
2011,0;26,0;763913,0;1995
2012,0;26,0;760841,0;1995
2013,0;26,0;765930,0;1995
2014,0;26,0;758273,0;1995
2015,0;26,0;761880,0;1995
2016,0;26,0;757713,0;1995
2017,0;26,0;760502,0;1995
2018,0;26,0;757776,0;1995
2019,0;26,0;762373,0;1995
2020,0;26,0;759417,0;1995
1996,0;30,0;1279124,0;1995
1997,0;30,0;1272579,0;1995
1998,0;30,0;1267492,0;1995
